Atom     Average OP     OP stem
M_G1_M M_G1H1_M -0.1741144648151921 0.0221502839374488
M_G1_M M_G1H2_M -0.06318461288431547 0.021021225337722767
M_G1C3_M M_G1C3H1_M -0.2717499563815544 0.009954697051376181
M_G1C3_M M_G1C3H2_M -0.23026159025734602 0.011563846088728057
M_G1C4_M M_G1C4H1_M -0.22267738408171006 0.007647400259507566
M_G1C4_M M_G1C4H2_M -0.2023930709010253 0.007634746250376293
M_G1C5_M M_G1C5H1_M -0.2522749201152268 0.006388990058154724
M_G1C5_M M_G1C5H2_M -0.24698878321712936 0.006903941283055499
M_G1C6_M M_G1C6H1_M -0.2625742968009815 0.0060877146900338505
M_G1C6_M M_G1C6H2_M -0.2550370596297096 0.006614895979251453
M_G1C7_M M_G1C7H1_M -0.275127548952013 0.0059367028382879125
M_G1C7_M M_G1C7H2_M -0.27027029141012104 0.006608612593397821
M_G1C8_M M_G1C8H1_M -0.26805461528249186 0.005711730976761177
M_G1C8_M M_G1C8H2_M -0.26317624569543735 0.0058232871292007845
M_G1C9_M M_G1C9H1_M -0.2630536003346895 0.005683825321515042
M_G1C9_M M_G1C9H2_M -0.26436998483629387 0.005731059505942765
M_G1C10_M M_G1C10H1_M -0.24736314727009281 0.005495612413084469
M_G1C10_M M_G1C10H2_M -0.2471841518650845 0.005593424183514861
M_G1C11_M M_G1C11H1_M -0.2404743866169033 0.005751557023182214
M_G1C11_M M_G1C11H2_M -0.23573716901926586 0.005745121257883682
M_G1C12_M M_G1C12H1_M -0.21516111817635786 0.005633001591180843
M_G1C12_M M_G1C12H2_M -0.21289144946223723 0.006012458521667258
M_G1C13_M M_G1C13H1_M -0.19788094412335566 0.00528255184346145
M_G1C13_M M_G1C13H2_M -0.19817068564267387 0.0055582746823150475
M_G1C14_M M_G1C14H1_M -0.17056448459003284 0.004630107931823041
M_G1C14_M M_G1C14H2_M -0.1686397569859224 0.0050964934742856235
M_G1C15_M M_G1C15H1_M -0.14582106828721564 0.0040991582391698015
M_G1C15_M M_G1C15H2_M -0.1449888179342297 0.004441067182740426
M_G1C16_M M_G1C16H1_M -0.10769036837345393 0.003522443469400218
M_G1C16_M M_G1C16H2_M -0.10921896027037878 0.003569285311003296
M_G1C17_M M_G1C17H1_M -0.035545301373729056 0.0020095185538317913
M_G1C17_M M_G1C17H2_M -0.03743292953651009 0.0022296834982298724
M_G1C17_M M_G1C17H3_M -0.035426328654981215 0.001827875827566372
M_G2_M M_G2H1_M -0.2125606236926343 0.020783849062397906
M_G2C3_M M_G2C3H1_M -0.07999521687967265 0.01652241885197522
M_G2C3_M M_G2C3H2_M -0.12336622732367569 0.014550235896603052
M_G2C4_M M_G2C4H1_M -0.22407568715731868 0.009644704327226222
M_G2C4_M M_G2C4H2_M -0.23049144825900558 0.009361883785848152
M_G2C5_M M_G2C5H1_M -0.2197681916013302 0.00954029093131223
M_G2C5_M M_G2C5H2_M -0.2240545332214397 0.008705075962886574
M_G2C6_M M_G2C6H1_M -0.23853767801933856 0.009148481082718877
M_G2C6_M M_G2C6H2_M -0.23804627648883 0.009399732745097806
M_G2C7_M M_G2C7H1_M -0.21555416722264664 0.009410298448061377
M_G2C7_M M_G2C7H2_M -0.2158023510660398 0.008921944474558852
M_G2C8_M M_G2C8H1_M -0.21094671033938905 0.007815506460620035
M_G2C8_M M_G2C8H2_M -0.20705036057677173 0.008489295603493438
M_G2C9_M M_G2C9H1_M -0.12058390563982334 0.007742399353973781
M_G2C9_M M_G2C9H2_M -0.1201782092735571 0.008861533141959628
M_G2C10_M M_G2C10H1_M -0.07233900395912572 0.008901565602553882
M_G2C11_M M_G2C11H1_M -0.07354206289885315 0.006904366346057182
M_G2C12_M M_G2C12H1_M -0.11361768371305664 0.0065213566409934275
M_G2C12_M M_G2C12H2_M -0.11291926719524471 0.006417564317698799
M_G2C13_M M_G2C13H1_M -0.161801540930371 0.006340318969922683
M_G2C13_M M_G2C13H2_M -0.1691991655889885 0.0058559297178805494
M_G2C14_M M_G2C14H1_M -0.17023040162440292 0.005726580001364202
M_G2C14_M M_G2C14H2_M -0.17286632209750719 0.005550194297574668
M_G2C15_M M_G2C15H1_M -0.17517818555310116 0.005974592025771535
M_G2C15_M M_G2C15H2_M -0.1773432809656377 0.005680454838900125
M_G2C16_M M_G2C16H1_M -0.15878437911981658 0.005161883693181819
M_G2C16_M M_G2C16H2_M -0.16026392071422835 0.005070834498944758
M_G2C17_M M_G2C17H1_M -0.14456201963670912 0.004444544587432985
M_G2C17_M M_G2C17H2_M -0.1435332989792028 0.004522322889386032
M_G2C18_M M_G2C18H1_M -0.11053672987502981 0.003376715784607086
M_G2C18_M M_G2C18H2_M -0.10744074477546069 0.0038500016092532477
M_G2C19_M M_G2C19H1_M -0.035692745500784 0.0016248769007282165
M_G2C19_M M_G2C19H2_M -0.03514002614803126 0.001477757676216471
M_G2C19_M M_G2C19H3_M -0.03851357703077116 0.0017376227420536345
M_G3_M M_G3H1_M -0.2632869504312017 0.01617016392164098
M_G3_M M_G3H2_M -0.2615609106958342 0.013614072085506475
M_G3C4_M M_G3C4H1_M 0.06768485817740211 0.018546634454057475
M_G3C4_M M_G3C4H2_M 0.042440706275070364 0.014891835535207372
M_G3C5_M M_G3C5H1_M -0.036463584298875355 0.015637690600449044
M_G3C5_M M_G3C5H2_M -0.04727829234656362 0.015392845312043248
M_G3N6C1_M M_G3N6C1H1_M -0.0008432370710368169 0.006493217930213839
M_G3N6C1_M M_G3N6C1H2_M 0.013708177440259463 0.005895265804293146
