#q[1/A]     |F(q)|[e/A^2]
     0.06519090             1.132121
     0.06620710             1.175270
     0.06722350             1.218529
     0.06823970             1.261868
     0.06925590             1.305270
     0.07027210             1.348714
     0.07128830             1.392180
     0.07230450             1.435641
     0.07332070             1.479077
     0.07433700             1.522469
     0.07535320             1.565798
     0.07636940             1.609034
     0.07738560             1.652161
     0.07840190             1.695159
     0.07941820             1.738005
     0.08043440             1.780675
     0.08145060             1.823151
     0.08246680             1.865413
     0.08348300             1.907440
     0.08449920             1.949208
     0.08551540             1.990698
     0.08653180             2.031895
     0.08754800             2.072771
     0.08856420             2.113308
     0.08958030             2.153488
     0.09059670             2.193295
     0.09161290             2.232701
     0.09262910             2.271692
     0.09364530             2.310249
     0.09466150             2.348354
     0.09567770             2.385985
     0.09669390             2.423126
     0.09771020             2.459761
     0.09872650             2.495870
     0.09974270             2.531435
      0.1007590             2.566444
      0.1017750             2.600865
      0.1027910             2.634693
      0.1038080             2.667945
      0.1048240             2.700539
      0.1058400             2.732491
      0.1068560             2.763789
      0.1078725             2.794432
      0.1088890             2.824389
      0.1099050             2.853631
      0.1109210             2.882162
      0.1119370             2.909967
      0.1129540             2.937059
      0.1139700             2.963373
      0.1149860             2.988923
      0.1160020             3.013698
      0.1170185             3.037699
      0.1180350             3.060900
      0.1190510             3.083282
      0.1200670             3.104846
      0.1210830             3.125582
      0.1221000             3.145500
      0.1231160             3.164551
      0.1241320             3.182749
      0.1251480             3.200083
      0.1261645             3.216556
      0.1271810             3.232151
      0.1281970             3.246854
      0.1292130             3.260668
      0.1302295             3.273592
      0.1312460             3.285615
      0.1322620             3.296726
      0.1332780             3.306926
      0.1342940             3.316214
      0.1353110             3.324592
      0.1363270             3.332040
      0.1373430             3.338566
      0.1383590             3.344167
      0.1393755             3.348844
      0.1403920             3.352593
      0.1414080             3.355411
      0.1424240             3.357301
      0.1434400             3.358263
      0.1444570             3.358296
      0.1454730             3.357404
      0.1464890             3.355587
      0.1475050             3.352847
      0.1485215             3.349186
      0.1495380             3.344607
      0.1505540             3.339117
      0.1515700             3.332716
      0.1525860             3.325411
      0.1536030             3.317196
      0.1546190             3.308095
      0.1556350             3.298103
      0.1566510             3.287227
      0.1576680             3.275463
      0.1586840             3.262840
      0.1597000             3.249354
      0.1607160             3.235013
      0.1617325             3.219816
      0.1627490             3.203781
      0.1637650             3.186924
      0.1647810             3.169246
      0.1657970             3.150758
      0.1668140             3.131450
      0.1678300             3.111370
      0.1688460             3.090512
      0.1698620             3.068884
      0.1708785             3.046489
      0.1718950             3.023349
      0.1729110             2.999487
      0.1739270             2.974905
      0.1749430             2.949615
      0.1759600             2.923606
      0.1769760             2.896941
      0.1779920             2.869610
      0.1790080             2.841625
      0.1800245             2.812987
      0.1810410             2.783725
      0.1820570             2.753869
      0.1830730             2.723417
      0.1840890             2.692387
      0.1851060             2.660763
      0.1861220             2.628622
      0.1871380             2.595950
      0.1881540             2.562763
      0.1891710             2.529044
      0.1901870             2.494876
      0.1912030             2.460244
      0.1922190             2.425163
      0.1932355             2.389634
      0.1942520             2.353692
      0.1952680             2.317370
      0.1962840             2.280671
      0.1973000             2.243612
      0.1983170             2.206172
      0.1993330             2.168445
      0.2003490             2.130411
      0.2013650             2.092089
      0.2023815             2.053477
      0.2033980             2.014614
      0.2044140             1.975536
      0.2054300             1.936243
      0.2064460             1.896754
      0.2074630             1.857048
      0.2084790             1.817221
      0.2094950             1.777254
      0.2105110             1.737164
      0.2115275             1.696950
      0.2125440             1.656651
      0.2135600             1.616305
      0.2145760             1.575911
      0.2155925             1.535467
      0.2166090             1.495011
      0.2176250             1.454582
      0.2186410             1.414179
      0.2196570             1.373817
      0.2206740             1.333478
      0.2216900             1.293257
      0.2227060             1.253133
      0.2237220             1.213125
      0.2247385             1.173228
      0.2257550             1.133481
      0.2267710             1.093920
      0.2277870             1.054543
      0.2288030             1.015369
      0.2298200            0.9763727
      0.2308360            0.9376497
      0.2318520            0.8991776
      0.2328680            0.8609726
      0.2338845            0.8230320
      0.2349010            0.7853916
      0.2359170            0.7480838
      0.2369330            0.7111057
      0.2379490            0.6744730
      0.2389660            0.6381651
      0.2399820            0.6022679
      0.2409980            0.5667594
      0.2420140            0.5316538
      0.2430310            0.4969327
      0.2440470            0.4626761
      0.2450630            0.4288636
      0.2460790            0.3955088
      0.2470955            0.3626078
      0.2481120            0.3301899
      0.2491280            0.2982824
      0.2501440            0.2668814
      0.2511600            0.2359983
      0.2521770            0.2056157
      0.2531930            0.1758027
      0.2542090            0.1465404
      0.2552250            0.1178397
      0.2562415           0.08969615
      0.2572580           0.06213373
      0.2582740           0.03517528
      0.2592900          0.008814760
      0.2603060           0.01693812
      0.2613230           0.04209988
      0.2623390           0.06661231
      0.2633550           0.09049420
      0.2643710            0.1137387
      0.2653875            0.1363488
      0.2664040            0.1583073
      0.2674200            0.1795968
      0.2684360            0.2002241
      0.2694525            0.2201929
      0.2704690            0.2394872
      0.2714850            0.2580936
      0.2725010            0.2760176
      0.2735170            0.2932569
      0.2745340            0.3098215
      0.2755500            0.3256779
      0.2765660            0.3408378
      0.2775820            0.3553010
      0.2785985            0.3690705
      0.2796150            0.3821385
      0.2806310            0.3944973
      0.2816470            0.4061521
      0.2826630            0.4171030
      0.2836800            0.4273598
      0.2846960            0.4369024
      0.2857120            0.4457411
      0.2867280            0.4538774
      0.2877445            0.4613162
      0.2887610            0.4680550
      0.2897770            0.4740924
      0.2907930            0.4794347
      0.2918090            0.4840844
      0.2928260            0.4880480
      0.2938420            0.4913213
      0.2948580            0.4939125
      0.2958740            0.4958248
      0.2968910            0.4970644
      0.2979070            0.4976330
      0.2989230            0.4975372
      0.2999390            0.4967827
      0.3009555            0.4953735
      0.3019720            0.4933165
      0.3029880            0.4906195
      0.3040040            0.4872874
      0.3050200            0.4833283
      0.3060370            0.4787435
      0.3070530            0.4735496
      0.3080690            0.4677507
      0.3090850            0.4613537
      0.3101015            0.4543644
      0.3111180            0.4467936
      0.3121340            0.4386544
      0.3131500            0.4299526
      0.3141660            0.4206964
      0.3151830            0.4108865
      0.3161990            0.4005517
      0.3172150            0.3896920
      0.3182310            0.3783183
      0.3192475            0.3664340
      0.3202640            0.3540559
      0.3212800            0.3412017
      0.3222960            0.3278753
      0.3233125            0.3140818
      0.3243290            0.2998383
      0.3253450            0.2851636
      0.3263610            0.2700635
      0.3273770            0.2545488
      0.3283940            0.2386160
      0.3294100            0.2223088
      0.3304260            0.2056230
      0.3314420            0.1885723
      0.3324585            0.1711593
      0.3334750            0.1534057
      0.3344910            0.1353329
      0.3355070            0.1169453
      0.3365230           0.09825579
      0.3375400           0.07925781
      0.3385560           0.06000250
      0.3395720           0.04048457
      0.3405880           0.02071714
      0.3416045         0.0007071068
      0.3426210           0.01953714
      0.3436370           0.03997374
      0.3446530           0.06060858
      0.3456690           0.08142666
      0.3466860            0.1024349
      0.3477020            0.1235787
      0.3487180            0.1448661
      0.3497340            0.1662832
      0.3507510            0.1878380
      0.3517670            0.2094746
      0.3527830            0.2312001
      0.3537990            0.2530026
      0.3548155            0.2748792
      0.3558320            0.2968048
      0.3568480            0.3187570
      0.3578640            0.3407322
      0.3588800            0.3627190
      0.3598970            0.3847242
      0.3609130            0.4066929
      0.3619290            0.4286338
      0.3629450            0.4505334
      0.3639615            0.4723912
      0.3649780            0.4941832
      0.3659940            0.5158867
      0.3670100            0.5374988
      0.3680260            0.5590093
      0.3690430            0.5804265
      0.3700590            0.6016964
      0.3710750            0.6228279
      0.3720910            0.6438105
      0.3731075            0.6646419
      0.3741240            0.6853021
      0.3751400            0.7057682
      0.3761560            0.7260404
      0.3771725            0.7461173
      0.3781890            0.7659785
      0.3792050            0.7856045
      0.3802210            0.8049956
      0.3812370            0.8241392
      0.3822540            0.8430463
      0.3832700            0.8616696
      0.3842860            0.8800179
      0.3853020            0.8980830
      0.3863185            0.9158631
      0.3873350            0.9333423
      0.3883510            0.9505017
      0.3893670            0.9673444
      0.3903830            0.9838599
      0.3914000             1.000056
      0.3924160             1.015895
      0.3934320             1.031385
      0.3944480             1.046518
      0.3954645             1.061296
      0.3964810             1.075702
      0.3974970             1.089725
      0.3985130             1.103366
      0.3995290             1.116619
      0.4005460             1.129489
      0.4015620             1.141947
      0.4025780             1.154000
      0.4035940             1.165644
      0.4046110             1.176885
      0.4056270             1.187695
      0.4066430             1.198083
      0.4076590             1.208044
      0.4086755             1.217579
      0.4096920             1.226680
      0.4107080             1.235339
      0.4117240             1.243559
      0.4127400             1.251336
      0.4137570             1.258676
      0.4147730             1.265562
      0.4157890             1.271999
      0.4168050             1.277987
      0.4178215             1.283525
      0.4188380             1.288610
      0.4198540             1.293240
      0.4208700             1.297415
      0.4218860             1.301137
      0.4229030             1.304408
      0.4239190             1.307221
      0.4249350             1.309581
      0.4259510             1.311487
      0.4269675             1.312943
      0.4279840             1.313947
      0.4290000             1.314502
      0.4300160             1.314609
      0.4310325             1.314270
      0.4320490             1.313487
      0.4330650             1.312263
      0.4340810             1.310600
      0.4350970             1.308501
      0.4361140             1.305967
      0.4371300             1.303005
      0.4381460             1.299617
      0.4391620             1.295807
      0.4401785             1.291575
      0.4411950             1.286929
      0.4422110             1.281874
      0.4432270             1.276414
      0.4442430             1.270552
      0.4452600             1.264288
      0.4462760             1.257637
