#q[1/A]     |F(q)|[e/A^2]
      0.4472920             1.250601
      0.4483080             1.243184
      0.4493245             1.235388
      0.4503410             1.227222
      0.4513570             1.218696
      0.4523730             1.209812
      0.4533890             1.200577
      0.4544060             1.190988
      0.4554220             1.181068
      0.4564380             1.170817
      0.4574540             1.160241
      0.4584710             1.149336
      0.4594870             1.138130
      0.4605030             1.126620
      0.4615190             1.114812
      0.4625355             1.102710
      0.4635520             1.090325
      0.4645680             1.077672
      0.4655840             1.064751
      0.4666000             1.051572
      0.4676170             1.038129
      0.4686330             1.024456
      0.4696490             1.010548
      0.4706650            0.9964123
      0.4716815            0.9820508
      0.4726980            0.9674790
      0.4737140            0.9527116
      0.4747300            0.9377503
      0.4757460            0.9226037
      0.4767630            0.9072644
      0.4777790            0.8917718
      0.4787950            0.8761196
      0.4798110            0.8603145
      0.4808275            0.8443595
      0.4818440            0.8282698
      0.4828600            0.8120620
      0.4838760            0.7957370
      0.4848925            0.7792952
      0.4859090            0.7627537
      0.4869250            0.7461274
      0.4879410            0.7294189
      0.4889570            0.7126372
      0.4899740            0.6957719
      0.4909900            0.6788657
      0.4920060            0.6619118
      0.4930220            0.6449174
      0.4940385            0.6278825
      0.4950550            0.6108238
      0.4960710            0.5937587
      0.4970870            0.5766867
      0.4981030            0.5596160
      0.4991200            0.5425383
      0.5001360            0.5254949
      0.5011520            0.5084779
      0.5021679            0.4914955
      0.5031846            0.4745414
      0.5042010            0.4576419
      0.5052170            0.4408060
      0.5062330            0.4240348
      0.5072490            0.4073360
      0.5082660            0.3907013
      0.5092820            0.3741688
      0.5102980            0.3577315
      0.5113140            0.3413962
      0.5123310            0.3251524
      0.5133470            0.3090408
      0.5143631            0.2930502
      0.5153790            0.2771922
      0.5163955            0.2614596
      0.5174119            0.2458721
      0.5184280            0.2304359
      0.5194440            0.2151576
      0.5204600            0.2000395
      0.5214770            0.1850740
      0.5224930            0.1702950
      0.5235090            0.1556946
      0.5245250            0.1412788
      0.5255415            0.1270449
      0.5265580            0.1130053
      0.5275740           0.09917258
      0.5285900           0.08554356
      0.5296060           0.07212558
      0.5306230           0.05890840
      0.5316390           0.04592276
      0.5326550           0.03316022
      0.5336710           0.02062523
      0.5346875          0.008312641
      0.5357040          0.003754997
      0.5367200           0.01558846
      0.5377360           0.02717536
      0.5387526           0.03852402
      0.5397690           0.04961955
      0.5407850           0.06045825
      0.5418010           0.07104083
      0.5428170           0.08136646
      0.5438340           0.09144015
      0.5448500            0.1012408
      0.5458660            0.1107759
      0.5468820            0.1200429
      0.5478985            0.1290442
      0.5489150            0.1377741
      0.5499310            0.1462255
      0.5509470            0.1544024
      0.5519630            0.1623025
      0.5529799            0.1699323
      0.5539960            0.1772775
      0.5550120            0.1843418
      0.5560280            0.1911267
      0.5570445            0.1976335
      0.5580610            0.2038588
      0.5590770            0.2097999
      0.5600930            0.2154590
      0.5611090            0.2208370
      0.5621260            0.2259383
      0.5631420            0.2307535
      0.5641580            0.2352883
      0.5651740            0.2395429
      0.5661910            0.2435225
      0.5672070            0.2472197
      0.5682230            0.2506396
      0.5692390            0.2537840
      0.5702555            0.2566546
      0.5712720            0.2592520
      0.5722880            0.2615766
      0.5733040            0.2636312
      0.5743200            0.2654178
      0.5753370            0.2669399
      0.5763530            0.2681968
      0.5773690            0.2691917
      0.5783850            0.2699274
      0.5794015            0.2704065
      0.5804180            0.2706315
      0.5814340            0.2706043
      0.5824500            0.2703289
      0.5834661            0.2698075
      0.5844830            0.2690428
      0.5854990            0.2680392
      0.5865149            0.2667994
      0.5875310            0.2653260
      0.5885475            0.2636225
      0.5895640            0.2616928
      0.5905800            0.2595415
      0.5915960            0.2571715
      0.5926125            0.2545854
      0.5936290            0.2517880
      0.5946450            0.2487846
      0.5956610            0.2455783
      0.5966770            0.2421729
      0.5976940            0.2385693
      0.5987101            0.2347778
      0.5997260            0.2308006
      0.6007420            0.2266416
      0.6017585            0.2223023
      0.6027750            0.2177900
      0.6037910            0.2131112
      0.6048070            0.2082683
      0.6058230            0.2032666
      0.6068400            0.1981045
      0.6078560            0.1927976
      0.6088720            0.1873449
      0.6098880            0.1817520
      0.6109045            0.1760207
      0.6119210            0.1701579
      0.6129370            0.1641722
      0.6139530            0.1580652
      0.6149690            0.1518417
      0.6159860            0.1455009
      0.6170020            0.1390597
      0.6180180            0.1325168
      0.6190341            0.1258761
      0.6200510            0.1191390
      0.6210670            0.1123214
      0.6220829            0.1054225
      0.6230990           0.09844491
      0.6241155           0.09139256
      0.6251320           0.08427337
      0.6261480           0.07709605
      0.6271640           0.06986129
      0.6281800           0.06257395
      0.6291970           0.05523224
      0.6302130           0.04785499
      0.6312290           0.04044008
      0.6322450           0.03299242
      0.6332614           0.02551274
      0.6342781           0.01800833
      0.6352940           0.01048809
      0.6363100          0.002949576
      0.6373260          0.004582576
      0.6383430           0.01214084
      0.6393590           0.01968756
      0.6403750           0.02723050
      0.6413910           0.03476636
      0.6424075           0.04229303
      0.6434240           0.04980161
      0.6444400           0.05728525
      0.6454560           0.06474334
      0.6464725           0.07217548
      0.6474890           0.07957324
      0.6485050           0.08692928
      0.6495210           0.09424383
      0.6505370            0.1015121
      0.6515540            0.1087378
      0.6525700            0.1159030
      0.6535860            0.1230106
      0.6546021            0.1300585
      0.6556185            0.1370434
      0.6566350            0.1439611
      0.6576509            0.1508035
      0.6586670            0.1575725
      0.6596830            0.1642626
      0.6607000            0.1708783
      0.6617160            0.1774026
      0.6627320            0.1838399
      0.6637480            0.1901870
      0.6647645            0.1964436
      0.6657810            0.2026043
      0.6667970            0.2086631
      0.6678130            0.2146211
      0.6688290            0.2204749
      0.6698461            0.2262287
      0.6708620            0.2318670
      0.6718780            0.2373946
      0.6728940            0.2428094
      0.6739110            0.2481137
      0.6749270            0.2532961
      0.6759430            0.2583590
      0.6769590            0.2633010
      0.6779755            0.2681226
      0.6789920            0.2728195
      0.6800080            0.2773882
      0.6810240            0.2818296
      0.6820400            0.2861416
      0.6830570            0.2903278
      0.6840730            0.2943780
      0.6850890            0.2982962
      0.6861050            0.3020806
      0.6871215            0.3057322
      0.6881380            0.3092483
      0.6891540            0.3126263
      0.6901700            0.3158672
      0.6911860            0.3189710
      0.6922030            0.3219393
      0.6932189            0.3247661
      0.6942350            0.3274544
      0.6952510            0.3300033
      0.6962675            0.3324141
      0.6972840            0.3346854
      0.6983000            0.3368161
      0.6993160            0.3388073
