#q[1/A]     |F(q)|[e/A^2]
      0.6129370           0.08964486
      0.6139530           0.09472117
      0.6149690           0.09964336
      0.6159860            0.1044170
      0.6170020            0.1090316
      0.6180180            0.1134923
      0.6190341            0.1177990
      0.6200510            0.1219549
      0.6210670            0.1259528
      0.6220829            0.1297964
      0.6230990            0.1334867
      0.6241155            0.1370252
      0.6251320            0.1404098
      0.6261480            0.1436402
      0.6271640            0.1467181
      0.6281800            0.1496446
      0.6291970            0.1524221
      0.6302130            0.1550471
      0.6312290            0.1575217
      0.6322450            0.1598477
      0.6332614            0.1620265
      0.6342781            0.1640591
      0.6352940            0.1659437
      0.6363100            0.1676833
      0.6373260            0.1692796
      0.6383430            0.1707343
      0.6393590            0.1720459
      0.6403750            0.1732178
      0.6413910            0.1742507
      0.6424075            0.1751465
      0.6434240            0.1759062
      0.6444400            0.1765313
      0.6454560            0.1770234
      0.6464725            0.1773843
      0.6474890            0.1776156
      0.6485050            0.1777189
      0.6495210            0.1776958
      0.6505370            0.1775483
      0.6515540            0.1772777
      0.6525700            0.1768867
      0.6535860            0.1763772
      0.6546021            0.1757501
      0.6556185            0.1750080
      0.6566350            0.1741528
      0.6576509            0.1731869
      0.6586670            0.1721122
      0.6596830            0.1709307
      0.6607000            0.1696432
      0.6617160            0.1682546
      0.6627320            0.1667654
      0.6637480            0.1651784
      0.6647645            0.1634943
      0.6657810            0.1617167
      0.6667970            0.1598484
      0.6678130            0.1578911
      0.6688290            0.1558467
      0.6698461            0.1537156
      0.6708620            0.1515048
      0.6718780            0.1492143
      0.6728940            0.1468458
      0.6739110            0.1444001
      0.6749270            0.1418841
      0.6759430            0.1392979
      0.6769590            0.1366433
      0.6779755            0.1339220
      0.6789920            0.1311377
      0.6800080            0.1282938
      0.6810240            0.1253918
      0.6820400            0.1224341
      0.6830570            0.1194194
      0.6840730            0.1163572
      0.6850890            0.1132457
      0.6861050            0.1100881
      0.6871215            0.1068850
      0.6881380            0.1036402
      0.6891540            0.1003584
      0.6901700           0.09703968
      0.6911860           0.09368618
      0.6922030           0.09029784
      0.6932189           0.08688268
      0.6942350           0.08343980
      0.6952510           0.07997249
      0.6962675           0.07648072
      0.6972840           0.07296848
      0.6983000           0.06943918
      0.6993160           0.06589385
