#q[1/A]     |F(q)|[e/A^2]
      0.3253450            0.4264357
      0.3263610            0.4139200
      0.3273770            0.4009950
      0.3283940            0.3876576
      0.3294100            0.3739441
      0.3304260            0.3598512
      0.3314420            0.3453896
      0.3324585            0.3305626
      0.3334750            0.3153875
      0.3344910            0.2998828
      0.3355070            0.2840523
      0.3365230            0.2679060
      0.3375400            0.2514392
      0.3385560            0.2346956
      0.3395720            0.2176695
      0.3405880            0.2003731
      0.3416045            0.1828081
      0.3426210            0.1649951
      0.3436370            0.1469541
      0.3446530            0.1286876
      0.3456690            0.1102080
      0.3466860           0.09150738
      0.3477020           0.07263539
      0.3487180           0.05358451
      0.3497340           0.03436568
      0.3507510           0.01497331
      0.3517670          0.004549725
      0.3527830           0.02419504
      0.3537990           0.04396476
      0.3548155           0.06385374
      0.3558320           0.08384033
      0.3568480            0.1039019
      0.3578640            0.1240371
      0.3588800            0.1442349
      0.3598970            0.1645026
      0.3609130            0.1847910
      0.3619290            0.2051061
      0.3629450            0.2254376
      0.3639615            0.2457845
      0.3649780            0.2661250
      0.3659940            0.2864392
      0.3670100            0.3067238
      0.3680260            0.3269690
      0.3690430            0.3471835
      0.3700590            0.3673181
      0.3710750            0.3873796
      0.3720910            0.4073588
      0.3731075            0.4272552
      0.3741240            0.4470471
      0.3751400            0.4667165
      0.3761560            0.4862614
      0.3771725            0.5056820
      0.3781890            0.5249581
      0.3792050            0.5440713
      0.3802210            0.5630221
      0.3812370            0.5817995
      0.3822540            0.6004133
      0.3832700            0.6188172
      0.3842860            0.6370209
      0.3853020            0.6550165
      0.3863185            0.6728027
      0.3873350            0.6903618
      0.3883510            0.7076780
      0.3893670            0.7247522
      0.3903830            0.7415751
      0.3914000            0.7581556
      0.3924160            0.7744536
      0.3934320            0.7904781
      0.3944480            0.8062226
      0.3954645            0.8216866
      0.3964810            0.8368549
      0.3974970            0.8517148
      0.3985130            0.8662671
      0.3995290            0.8805060
      0.4005460            0.8944381
      0.4015620            0.9080305
      0.4025780            0.9212914
      0.4035940            0.9342154
      0.4046110            0.9468102
      0.4056270            0.9590452
      0.4066430            0.9709283
      0.4076590            0.9824550
      0.4086755            0.9936270
      0.4096920             1.004434
      0.4107080             1.014866
      0.4117240             1.024927
      0.4127400             1.034611
      0.4137570             1.043926
      0.4147730             1.052849
      0.4157890             1.061388
      0.4168050             1.069539
      0.4178215             1.077304
      0.4188380             1.084678
      0.4198540             1.091653
      0.4208700             1.098233
      0.4218860             1.104417
      0.4229030             1.110207
      0.4239190             1.115593
      0.4249350             1.120579
      0.4259510             1.125164
      0.4269675             1.129350
      0.4279840             1.133134
      0.4290000             1.136516
      0.4300160             1.139497
      0.4310325             1.142078
      0.4320490             1.144260
      0.4330650             1.146041
      0.4340810             1.147425
      0.4350970             1.148413
      0.4361140             1.149005
      0.4371300             1.149204
      0.4381460             1.149012
      0.4391620             1.148430
      0.4401785             1.147460
      0.4411950             1.146106
      0.4422110             1.144370
      0.4432270             1.142255
      0.4442430             1.139764
      0.4452600             1.136897
      0.4462760             1.133664
      0.4472920             1.130064
      0.4483080             1.126102
      0.4493245             1.121779
      0.4503410             1.117101
      0.4513570             1.112075
      0.4523730             1.106704
      0.4533890             1.100991
      0.4544060             1.094935
      0.4554220             1.088553
      0.4564380             1.081844
      0.4574540             1.074813
      0.4584710             1.067457
      0.4594870             1.059798
      0.4605030             1.051833
      0.4615190             1.043567
      0.4625355             1.035002
      0.4635520             1.026148
      0.4645680             1.017015
      0.4655840             1.007606
      0.4666000            0.9979253
      0.4676170            0.9879705
      0.4686330            0.9777673
      0.4696490            0.9673123
      0.4706650            0.9566122
      0.4716815            0.9456679
      0.4726980            0.9344917
      0.4737140            0.9230953
      0.4747300            0.9114808
      0.4757460            0.8996550
      0.4767630            0.8876125
      0.4777790            0.8753843
      0.4787950            0.8629654
      0.4798110            0.8503637
      0.4808275            0.8375787
      0.4818440            0.8246254
      0.4828600            0.8115165
      0.4838760            0.7982525
      0.4848925            0.7848356
      0.4859090            0.7712778
      0.4869250            0.7575946
      0.4879410            0.7437863
      0.4889570            0.7298597
      0.4899740            0.7158093
      0.4909900            0.7016695
      0.4920060            0.6874341
      0.4930220            0.6731105
      0.4940385            0.6586986
      0.4950550            0.6442128
      0.4960710            0.6296685
      0.4970870            0.6150654
      0.4981030            0.6004105
      0.4991200            0.5856961
      0.5001360            0.5709597
      0.5011520            0.5561934
      0.5021679            0.5414060
      0.5031846            0.5265905
      0.5042010            0.5117717
      0.5052170            0.4969572
      0.5062330            0.4821480
      0.5072490            0.4673515
      0.5082660            0.4525593
      0.5092820            0.4378075
      0.5102980            0.4230889
      0.5113140            0.4084099
      0.5123310            0.3937624
      0.5133470            0.3791814
      0.5143631            0.3646586
      0.5153790            0.3502038
      0.5163955            0.3358120
      0.5174119            0.3214999
      0.5184280            0.3072754
      0.5194440            0.2931428
      0.5204600            0.2791061
      0.5214770            0.2651571
      0.5224930            0.2513293
      0.5235090            0.2376140
      0.5245250            0.2240179
      0.5255415            0.2105391
      0.5265580            0.1971890
      0.5275740            0.1839804
      0.5285900            0.1709105
      0.5296060            0.1579858
      0.5306230            0.1451975
      0.5316390            0.1325760
      0.5326550            0.1201133
      0.5336710            0.1078128
      0.5346875           0.09567445
      0.5357040           0.08370842
      0.5367200           0.07192357
      0.5377360           0.06031832
      0.5387526           0.04888967
      0.5397690           0.03765236
      0.5407850           0.02660827
      0.5418010           0.01576071
      0.5428170          0.005108816
      0.5438340          0.005347897
      0.5448500           0.01559487
      0.5458660           0.02563201
      0.5468820           0.03546125
      0.5478985           0.04508104
      0.5489150           0.05448761
      0.5499310           0.06367025
      0.5509470           0.07263333
      0.5519630           0.08137444
      0.5529799           0.08989994
      0.5539960           0.09819267
      0.5550120            0.1062563
      0.5560280            0.1140912
      0.5570445            0.1216992
      0.5580610            0.1290752
      0.5590770            0.1362145
      0.5600930            0.1431192
      0.5611090            0.1497892
      0.5621260            0.1562296
      0.5631420            0.1624269
      0.5641580            0.1683871
      0.5651740            0.1741097
      0.5661910            0.1796001
      0.5672070            0.1848467
      0.5682230            0.1898557
      0.5692390            0.1946271
      0.5702555            0.1991628
      0.5712720            0.2034608
      0.5722880            0.2075199
      0.5733040            0.2113433
      0.5743200            0.2149309
      0.5753370            0.2182872
      0.5763530            0.2214062
      0.5773690            0.2242929
      0.5783850            0.2269480
      0.5794015            0.2293744
      0.5804180            0.2315718
      0.5814340            0.2335406
      0.5824500            0.2352839
      0.5834661            0.2368037
      0.5844830            0.2381023
      0.5854990            0.2391796
      0.5865149            0.2400385
      0.5875310            0.2406817
      0.5885475            0.2411116
      0.5895640            0.2413297
      0.5905800            0.2413388
      0.5915960            0.2411412
      0.5926125            0.2407393
      0.5936290            0.2401362
      0.5946450            0.2393347
      0.5956610            0.2383376
      0.5966770            0.2371478
      0.5976940            0.2357666
      0.5987101            0.2341999
      0.5997260            0.2324500
      0.6007420            0.2305192
      0.6017585            0.2284106
      0.6027750            0.2261276
      0.6037910            0.2236754
      0.6048070            0.2210563
      0.6058230            0.2182734
      0.6068400            0.2153277
      0.6078560            0.2122286
      0.6088720            0.2089768
      0.6098880            0.2055760
      0.6109045            0.2020280
      0.6119210            0.1983383
      0.6129370            0.1945132
      0.6139530            0.1905539
      0.6149690            0.1864650
      0.6159860            0.1822460
      0.6170020            0.1779087
      0.6180180            0.1734537
      0.6190341            0.1688843
      0.6200510            0.1642005
      0.6210670            0.1594155
      0.6220829            0.1545290
      0.6230990            0.1495433
      0.6241155            0.1444621
      0.6251320            0.1392914
      0.6261480            0.1340377
      0.6271640            0.1287020
      0.6281800            0.1232895
      0.6291970            0.1177986
      0.6302130            0.1122435
      0.6312290            0.1066236
      0.6322450            0.1009431
      0.6332614           0.09520347
      0.6342781           0.08940917
      0.6352940           0.08357093
      0.6363100           0.07768720
      0.6373260           0.07176280
      0.6383430           0.06579666
      0.6393590           0.05980385
      0.6403750           0.05378197
      0.6413910           0.04773573
      0.6424075           0.04166533
      0.6434240           0.03557808
      0.6444400           0.02948050
      0.6454560           0.02337520
      0.6464725           0.01725978
      0.6474890           0.01114451
      0.6485050          0.005029911
      0.6495210          0.001095445
      0.6505370          0.007169379
      0.6515540           0.01325896
      0.6525700           0.01932615
      0.6535860           0.02537124
      0.6546021           0.03139586
      0.6556185           0.03739519
      0.6566350           0.04336473
      0.6576509           0.04929807
      0.6586670           0.05519511
      0.6596830           0.06105244
      0.6607000           0.06687152
      0.6617160           0.07264021
      0.6627320           0.07835943
      0.6637480           0.08402619
      0.6647645           0.08964151
      0.6657810           0.09519874
      0.6667970            0.1006936
      0.6678130            0.1061249
      0.6688290            0.1114908
      0.6698461            0.1167943
      0.6708620            0.1220205
      0.6718780            0.1271739
      0.6728940            0.1322524
      0.6739110            0.1372574
      0.6749270            0.1421781
      0.6759430            0.1470163
      0.6769590            0.1517705
      0.6779755            0.1564404
      0.6789920            0.1610224
      0.6800080            0.1655122
      0.6810240            0.1699100
      0.6820400            0.1742142
      0.6830570            0.1784276
      0.6840730            0.1825396
      0.6850890            0.1865537
      0.6861050            0.1904681
      0.6871215            0.1942833
      0.6881380            0.1979962
      0.6891540            0.2016036
      0.6901700            0.2051063
      0.6911860            0.2085035
      0.6922030            0.2117968
      0.6932189            0.2149793
      0.6942350            0.2180537
      0.6952510            0.2210186
      0.6962675            0.2238750
      0.6972840            0.2266206
      0.6983000            0.2292538
      0.6993160            0.2317753
