#q[1/A]     |F(q)|[e/A^2]
     0.06823970             1.738367
     0.06925590             1.779776
     0.07027210             1.821240
     0.07128830             1.862742
     0.07230450             1.904254
     0.07332070             1.945758
     0.07433700             1.987236
     0.07535320             2.028670
     0.07636940             2.070032
     0.07738560             2.111306
     0.07840190             2.152472
     0.07941820             2.193511
     0.08043440             2.234399
     0.08145060             2.275117
     0.08246680             2.315648
     0.08348300             2.355969
     0.08449920             2.396061
     0.08551540             2.435903
     0.08653180             2.475482
     0.08754800             2.514768
     0.08856420             2.553748
     0.08958030             2.592401
     0.09059670             2.630713
     0.09161290             2.668657
     0.09262910             2.706218
     0.09364530             2.743380
     0.09466150             2.780122
     0.09567770             2.816425
     0.09669390             2.852271
     0.09771020             2.887647
     0.09872650             2.922532
     0.09974270             2.956907
      0.1007590             2.990762
      0.1017750             3.024064
      0.1027910             3.056807
      0.1038080             3.089008
      0.1048240             3.120587
      0.1058400             3.151561
      0.1068560             3.181913
      0.1078725             3.211644
      0.1088890             3.240723
      0.1099050             3.269122
      0.1109210             3.296842
      0.1119370             3.323869
      0.1129540             3.350214
      0.1139700             3.375813
      0.1149860             3.400680
      0.1160020             3.424802
      0.1170185             3.448177
      0.1180350             3.470783
      0.1190510             3.492597
      0.1200670             3.513620
      0.1210830             3.533840
      0.1221000             3.553267
      0.1231160             3.571852
      0.1241320             3.589605
      0.1251480             3.606518
      0.1261645             3.622588
      0.1271810             3.637799
      0.1281970             3.652138
      0.1292130             3.665602
      0.1302295             3.678193
      0.1312460             3.689895
      0.1322620             3.700697
      0.1332780             3.710600
      0.1342940             3.719599
      0.1353110             3.727694
      0.1363270             3.734867
      0.1373430             3.741121
      0.1383590             3.746452
      0.1393755             3.750860
      0.1403920             3.754338
      0.1414080             3.756882
      0.1424240             3.758493
      0.1434400             3.759169
      0.1444570             3.758908
      0.1454730             3.757710
      0.1464890             3.755574
      0.1475050             3.752501
      0.1485215             3.748488
      0.1495380             3.743538
      0.1505540             3.737657
      0.1515700             3.730842
      0.1525860             3.723096
      0.1536030             3.714413
      0.1546190             3.704812
      0.1556350             3.694290
      0.1566510             3.682850
      0.1576680             3.670484
      0.1586840             3.657220
      0.1597000             3.643052
      0.1607160             3.627987
      0.1617325             3.612019
      0.1627490             3.595164
      0.1637650             3.577438
      0.1647810             3.558838
      0.1657970             3.539373
      0.1668140             3.519031
      0.1678300             3.497858
      0.1688460             3.475844
      0.1698620             3.452997
      0.1708785             3.429317
      0.1718950             3.404821
      0.1729110             3.379534
      0.1739270             3.353454
      0.1749430             3.326592
      0.1759600             3.298930
      0.1769760             3.270535
      0.1779920             3.241391
      0.1790080             3.211511
      0.1800245             3.180890
      0.1810410             3.149557
      0.1820570             3.117540
