#q[1/A]     |F(q)|[e/A^2]
      0.1830730             3.084837
      0.1840890             3.051461
      0.1851060             3.017392
      0.1861220             2.982711
      0.1871380             2.947398
      0.1881540             2.911470
      0.1891710             2.874903
      0.1901870             2.837785
      0.1912030             2.800095
      0.1922190             2.761847
      0.1932355             2.723041
      0.1942520             2.683708
      0.1952680             2.643885
      0.1962840             2.603570
      0.1973000             2.562777
      0.1983170             2.521483
      0.1993330             2.479787
      0.2003490             2.437663
      0.2013650             2.395131
      0.2023815             2.352184
      0.2033980             2.308861
      0.2044140             2.265203
      0.2054300             2.221203
      0.2064460             2.176881
      0.2074630             2.132210
      0.2084790             2.087295
      0.2094950             2.042111
      0.2105110             1.996675
      0.2115275             1.950984
      0.2125440             1.905076
      0.2135600             1.858994
      0.2145760             1.812732
      0.2155925             1.766287
      0.2166090             1.719700
      0.2176250             1.673010
      0.2186410             1.626214
      0.2196570             1.579330
      0.2206740             1.532330
      0.2216900             1.485323
      0.2227060             1.438284
      0.2237220             1.391228
      0.2247385             1.344153
      0.2257550             1.297097
      0.2267710             1.250104
      0.2277870             1.203166
      0.2288030             1.156303
      0.2298200             1.109484
      0.2308360             1.062822
      0.2318520             1.016286
      0.2328680            0.9698948
      0.2338845            0.9236420
      0.2349010            0.8775679
      0.2359170            0.8317119
      0.2369330            0.7860690
      0.2379490            0.7406538
      0.2389660            0.6954403
      0.2399820            0.6505333
      0.2409980            0.6059046
      0.2420140            0.5615698
      0.2430310            0.5175020
      0.2440470            0.4738033
      0.2450630            0.4304455
      0.2460790            0.3874442
      0.2470955            0.3447930
      0.2481120            0.3025280
      0.2491280            0.2606848
      0.2501440            0.2192567
      0.2511600            0.1782577
      0.2521770            0.1376619
      0.2531930           0.09756331
      0.2542090           0.05793358
      0.2552250           0.01878829
      0.2562415           0.01988215
      0.2572580           0.05804222
      0.2582740           0.09566243
      0.2592900            0.1327509
      0.2603060            0.1692944
      0.2613230            0.2053173
      0.2623390            0.2407370
      0.2633550            0.2755785
      0.2643710            0.3098325
      0.2653875            0.3435040
      0.2664040            0.3765659
      0.2674200            0.4089928
      0.2684360            0.4407929
      0.2694525            0.4719709
      0.2704690            0.5025028
      0.2714850            0.5323659
      0.2725010            0.5615671
      0.2735170            0.5900996
      0.2745340            0.6179807
      0.2755500            0.6451521
      0.2765660            0.6716321
      0.2775820            0.6974148
      0.2785985            0.7225066
      0.2796150            0.7468895
      0.2806310            0.7705456
      0.2816470            0.7934827
      0.2826630            0.8156960
      0.2836800            0.8372017
      0.2846960            0.8579544
      0.2857120            0.8779705
      0.2867280            0.8972479
      0.2877445            0.9157916
      0.2887610            0.9335901
      0.2897770            0.9506329
      0.2907930            0.9669261
      0.2918090            0.9824688
      0.2928260            0.9972742
      0.2938420             1.011311
      0.2948580             1.024596
      0.2958740             1.037126
      0.2968910             1.048914
      0.2979070             1.059937
      0.2989230             1.070207
      0.2999390             1.079726
      0.3009555             1.088499
      0.3019720             1.096524
      0.3029880             1.103797
      0.3040040             1.110328
      0.3050200             1.116117
      0.3060370             1.121173
      0.3070530             1.125489
      0.3080690             1.129073
      0.3090850             1.131931
      0.3101015             1.134066
      0.3111180             1.135482
      0.3121340             1.136184
      0.3131500             1.136177
      0.3141660             1.135467
      0.3151830             1.134058
      0.3161990             1.131959
      0.3172150             1.129174
      0.3182310             1.125711
      0.3192475             1.121574
      0.3202640             1.116771
      0.3212800             1.111313
      0.3222960             1.105205
      0.3233125             1.098452
      0.3243290             1.091063
      0.3253450             1.083053
      0.3263610             1.074424
      0.3273770             1.065188
      0.3283940             1.055341
      0.3294100             1.044914
      0.3304260             1.033905
      0.3314420             1.022325
      0.3324585             1.010176
      0.3334750            0.9974761
      0.3344910            0.9842396
      0.3355070            0.9704720
      0.3365230            0.9561840
      0.3375400            0.9413708
      0.3385560            0.9260727
      0.3395720            0.9102862
      0.3405880            0.8940225
      0.3416045            0.8772846
      0.3426210            0.8600919
      0.3436370            0.8424655
      0.3446530            0.8244068
      0.3456690            0.8059288
      0.3466860            0.7870248
      0.3477020            0.7677441
      0.3487180            0.7480802
      0.3497340            0.7280446
      0.3507510            0.7076303
      0.3517670            0.6868896
      0.3527830            0.6658148
      0.3537990            0.6444196
      0.3548155            0.6227034
      0.3558320            0.6006915
      0.3568480            0.5784067
      0.3578640            0.5558514
      0.3588800            0.5330378
      0.3598970            0.5099576
      0.3609130            0.4866662
      0.3619290            0.4631558
      0.3629450            0.4394388
      0.3639615            0.4155169
      0.3649780            0.3914132
      0.3659940            0.3671530
      0.3670100            0.3427381
      0.3680260            0.3181808
      0.3690430            0.2934691
      0.3700590            0.2686647
      0.3710750            0.2437568
      0.3720910            0.2187574
      0.3731075            0.1936667
      0.3741240            0.1685096
      0.3751400            0.1433105
      0.3761560            0.1180712
      0.3771725           0.09278955
      0.3781890           0.06749148
      0.3792050           0.04220190
      0.3802210           0.01691745
      0.3812370          0.008342661
      0.3822540           0.03360059
      0.3832700           0.05878776
      0.3842860           0.08392080
      0.3853020            0.1089872
      0.3863185            0.1339881
      0.3873350            0.1588984
      0.3883510            0.1836959
      0.3893670            0.2083823
      0.3903830            0.2329464
      0.3914000            0.2574001
      0.3924160            0.2816862
      0.3934320            0.3058166
      0.3944480            0.3297831
      0.3954645            0.3535852
      0.3964810            0.3772029
      0.3974970            0.4006128
      0.3985130            0.4238180
      0.3995290            0.4468099
      0.4005460            0.4696005
      0.4015620            0.4921349
      0.4025780            0.5144285
      0.4035940            0.5364707
      0.4046110            0.5582752
      0.4056270            0.5797915
      0.4066430            0.6010320
      0.4076590            0.6219880
      0.4086755            0.6426635
      0.4096920            0.6630387
      0.4107080            0.6830982
      0.4117240            0.7028433
      0.4127400            0.7222682
      0.4137570            0.7413839
      0.4147730            0.7601466
      0.4157890            0.7785697
      0.4168050            0.7966462
      0.4178215            0.8143784
      0.4188380            0.8317529
      0.4198540            0.8487545
      0.4208700            0.8653884
      0.4218860            0.8816475
      0.4229030            0.8975443
      0.4239190            0.9130416
      0.4249350            0.9281522
      0.4259510            0.9428707
      0.4269675            0.9572009
      0.4279840            0.9711313
      0.4290000            0.9846523
      0.4300160            0.9977677
      0.4310325             1.010481
      0.4320490             1.022781
      0.4330650             1.034662
      0.4340810             1.046125
      0.4350970             1.057171
      0.4361140             1.067807
      0.4371300             1.078010
      0.4381460             1.087789
      0.4391620             1.097144
      0.4401785             1.106078
      0.4411950             1.114584
      0.4422110             1.122660
      0.4432270             1.130308
      0.4442430             1.137530
      0.4452600             1.144330
      0.4462760             1.150697
      0.4472920             1.156637
      0.4483080             1.162151
      0.4493245             1.167244
      0.4503410             1.171912
      0.4513570             1.176156
      0.4523730             1.179978
      0.4533890             1.183382
      0.4544060             1.186372
      0.4554220             1.188943
      0.4564380             1.191102
      0.4574540             1.192851
      0.4584710             1.194194
      0.4594870             1.195130
      0.4605030             1.195665
      0.4615190             1.195801
      0.4625355             1.195543
      0.4635520             1.194892
      0.4645680             1.193855
      0.4655840             1.192433
      0.4666000             1.190631
      0.4676170             1.188452
      0.4686330             1.185904
      0.4696490             1.182989
      0.4706650             1.179711
      0.4716815             1.176075
      0.4726980             1.172086
      0.4737140             1.167751
      0.4747300             1.163074
      0.4757460             1.158061
      0.4767630             1.152711
      0.4777790             1.147041
      0.4787950             1.141050
      0.4798110             1.134744
      0.4808275             1.128127
      0.4818440             1.121207
      0.4828600             1.113995
      0.4838760             1.106492
      0.4848925             1.098702
      0.4859090             1.090633
      0.4869250             1.082297
      0.4879410             1.073698
      0.4889570             1.064840
      0.4899740             1.055722
      0.4909900             1.046368
      0.4920060             1.036777
      0.4930220             1.026955
      0.4940385             1.016905
      0.4950550             1.006638
      0.4960710            0.9961654
      0.4970870            0.9854902
      0.4981030            0.9746202
      0.4991200            0.9635503
      0.5001360            0.9523100
      0.5011520            0.9408967
      0.5021679            0.9293169
      0.5031846            0.9175686
      0.5042010            0.9056715
      0.5052170            0.8936340
      0.5062330            0.8814595
      0.5072490            0.8691540
      0.5082660            0.8567139
      0.5092820            0.8441696
      0.5102980            0.8315173
      0.5113140            0.8187650
      0.5123310            0.8059047
      0.5133470            0.7929707
      0.5143631            0.7799560
      0.5153790            0.7668726
      0.5163955            0.7537161
      0.5174119            0.7405031
      0.5184280            0.7272423
      0.5194440            0.7139403
      0.5204600            0.7006012
      0.5214770            0.6872206
      0.5224930            0.6738290
      0.5235090            0.6604217
      0.5245250            0.6470061
      0.5255415            0.6335818
      0.5265580            0.6201613
      0.5275740            0.6067585
      0.5285900            0.5933737
      0.5296060            0.5800135
      0.5306230            0.5666705
      0.5316390            0.5533787
      0.5326550            0.5401292
      0.5336710            0.5269292
      0.5346875            0.5137783
      0.5357040            0.5006899
      0.5367200            0.4876755
      0.5377360            0.4747341
      0.5387526            0.4618644
      0.5397690            0.4490826
      0.5407850            0.4363959
      0.5418010            0.4238065
      0.5428170            0.4113171
      0.5438340            0.3989228
      0.5448500            0.3866519
      0.5458660            0.3744979
      0.5468820            0.3624664
      0.5478985            0.3505557
      0.5489150            0.3387753
      0.5499310            0.3271379
      0.5509470            0.3156406
      0.5519630            0.3042890
      0.5529799            0.2930758
      0.5539960            0.2820243
      0.5550120            0.2711328
      0.5560280            0.2604018
      0.5570445            0.2498305
      0.5580610            0.2394287
      0.5590770            0.2292038
      0.5600930            0.2191554
      0.5611090            0.2092855
      0.5621260            0.1995888
      0.5631420            0.1900866
      0.5641580            0.1807731
      0.5651740            0.1716505
      0.5661910            0.1627126
      0.5672070            0.1539805
      0.5682230            0.1454466
      0.5692390            0.1371138
      0.5702555            0.1289802
      0.5712720            0.1210521
      0.5722880            0.1133353
      0.5733040            0.1058277
      0.5743200           0.09853020
      0.5753370           0.09143850
      0.5763530           0.08456713
      0.5773690           0.07791085
      0.5783850           0.07147028
      0.5794015           0.06524492
      0.5804180           0.05923681
      0.5814340           0.05344998
      0.5824500           0.04788424
      0.5834661           0.04253704
      0.5844830           0.03740722
      0.5854990           0.03250231
      0.5865149           0.02781906
      0.5875310           0.02335594
      0.5885475           0.01911282
      0.5895640           0.01508973
      0.5905800           0.01129159
      0.5915960          0.007713624
      0.5926125          0.004347413
      0.5936290          0.001224745
      0.5946450          0.001702939
      0.5956610          0.004415880
      0.5966770          0.006906519
      0.5976940          0.009176056
      0.5987101           0.01123388
      0.5997260           0.01307670
      0.6007420           0.01470714
      0.6017585           0.01612762
      0.6027750           0.01733782
      0.6037910           0.01834121
      0.6048070           0.01913897
      0.6058230           0.01973069
      0.6068400           0.02012213
      0.6078560           0.02031256
      0.6088720           0.02030271
      0.6098880           0.02009975
      0.6109045           0.01970279
      0.6119210           0.01911282
      0.6129370           0.01833303
      0.6139530           0.01736663
      0.6149690           0.01621727
      0.6159860           0.01488623
      0.6170020           0.01337535
      0.6180180           0.01168760
      0.6190341          0.009828530
      0.6200510          0.007797435
      0.6210670          0.005594640
      0.6220829          0.003240370
      0.6230990         0.0007071068
      0.6241155          0.001974842
      0.6251320          0.004816638
      0.6261480          0.007810249
      0.6271640           0.01094989
      0.6281800           0.01423376
      0.6291970           0.01766635
      0.6302130           0.02123441
      0.6312290           0.02493592
      0.6322450           0.02877151
      0.6332614           0.03273836
      0.6342781           0.03683069
      0.6352940           0.04104144
      0.6363100           0.04537069
      0.6373260           0.04981466
      0.6383430           0.05437371
      0.6393590           0.05903643
      0.6403750           0.06380282
      0.6413910           0.06866877
      0.6424075           0.07363355
      0.6434240           0.07869180
      0.6444400           0.08383615
      0.6454560           0.08906571
      0.6464725           0.09437955
      0.6474890           0.09977124
      0.6485050            0.1052340
      0.6495210            0.1107678
      0.6505370            0.1163684
      0.6515540            0.1220373
      0.6525700            0.1277599
      0.6535860            0.1335384
      0.6546021            0.1393689
      0.6556185            0.1452494
      0.6566350            0.1511757
      0.6576509            0.1571388
      0.6586670            0.1631410
      0.6596830            0.1691754
      0.6607000            0.1752464
      0.6617160            0.1813378
      0.6627320            0.1874527
      0.6637480            0.1935867
      0.6647645            0.1997396
      0.6657810            0.2059053
      0.6667970            0.2120769
      0.6678130            0.2182542
      0.6688290            0.2244342
      0.6698461            0.2306194
      0.6708620            0.2367930
      0.6718780            0.2429599
      0.6728940            0.2491162
      0.6739110            0.2552646
      0.6749270            0.2613898
      0.6759430            0.2674951
      0.6769590            0.2735770
      0.6779755            0.2796357
      0.6789920            0.2856652
      0.6800080            0.2916599
      0.6810240            0.2976201
      0.6820400            0.3035421
      0.6830570            0.3094299
      0.6840730            0.3152685
      0.6850890            0.3210614
      0.6861050            0.3268062
      0.6871215            0.3325026
      0.6881380            0.3381460
      0.6891540            0.3437307
      0.6901700            0.3492565
      0.6911860            0.3547227
      0.6922030            0.3601311
      0.6932189            0.3654692
      0.6942350            0.3707409
      0.6952510            0.3759429
      0.6962675            0.3810762
      0.6972840            0.3861369
      0.6983000            0.3911198
      0.6993160            0.3960260
