#
#Sam SSM Beam x D2Opct 0
#Q(Angstrom) |F| sigmaF
0.04	1.6228	0.15
0.041	1.6782	0.15
0.042	1.778	0.15
0.043	1.8465	0.15
0.044	1.9085	0.15
0.045	2.006	0.15
0.046	2.0821	0.15
0.047	2.1607	0.15
0.048	2.1888	0.15
0.049	2.259	0.15
0.05	2.366	0.15
0.051	2.4624	0.15
0.052	2.535	0.15
0.053	2.5978	0.15
0.054	2.6784	0.15
0.055	2.7625	0.15
0.056	2.8598	0.15
0.057	2.9496	0.15
0.058	3.0478	0.15
0.059	3.1041	0.15
0.06	3.2098	0.05
0.061	3.2937	0.05
0.062	3.3845	0.05
0.063	3.5151	0.05
0.064	3.6361	0.05
0.065	3.7304	0.05
0.066	3.8286	0.05
0.067	3.9465	0.05
0.068	4.0589	0.05
0.069	4.1799	0.05
0.07	4.2826	0.05
0.071	4.387	0.05
0.072	4.4988	0.05
0.073	4.6295	0.05
0.074	4.7442	0.05
0.075	4.8669	0.05
0.076	4.995	0.05
0.077	5.1069	0.05
0.078	5.226	0.05
0.079	5.3556	0.05
0.08	5.4795	0.05
0.081	5.6056	0.05
0.082	5.7106	0.05
0.083	5.8225	0.05
0.084	5.9593	0.05
0.085	6.0916	0.05
0.086	6.219	0.05
0.087	6.336	0.05
0.088	6.4538	0.05
0.089	6.5787	0.05
0.09	6.6945	0.05
0.091	6.8201	0.05
0.092	6.9199	0.05
0.093	7.0299	0.05
0.094	7.145	0.05
0.095	7.2636	0.05
0.096	7.3733	0.05
0.097	7.4907	0.05
0.098	7.5926	0.05
0.099	7.6892	0.05
0.1	7.8027	0.05
0.101	7.9031	0.05
0.102	8.0073	0.05
0.103	8.1104	0.05
0.104	8.207	0.05
0.105	8.314	0.05
0.106	8.4189	0.05
0.107	8.5079	0.05
0.108	8.6104	0.05
0.109	8.7052	0.05
0.11	8.7975	0.05
0.111	8.8774	0.05
0.112	8.9633	0.05
0.113	9.0449	0.05
0.114	9.1352	0.05
0.115	9.2209	0.05
0.116	9.3001	0.05
0.117	9.3854	0.05
0.118	9.4589	0.05
0.119	9.5384	0.05
0.12	9.613	0.05
0.121	9.6772	0.05
0.122	9.7495	0.05
0.123	9.8148	0.05
0.124	9.8754	0.05
0.125	9.9455	0.05
0.126	10.0065	0.05
0.127	10.0717	0.05
0.128	10.1423	0.05
0.129	10.1984	0.05
0.13	10.2508	0.05
0.131	10.2984	0.05
0.132	10.3509	0.05
0.133	10.3975	0.05
