#q[1/A]     |F(q)|[e/A^2]
      0.2399820            0.5961008
      0.2409980            0.5555563
      0.2420140            0.5153037
      0.2430310            0.4753201
      0.2440470            0.4356969
      0.2450630            0.3964098
      0.2460790            0.3574734
      0.2470955            0.3188827
      0.2481120            0.2806706
      0.2491280            0.2428697
      0.2501440            0.2054746
      0.2511600            0.1684981
      0.2521770            0.1319181
      0.2531930           0.09581910
      0.2542090           0.06017558
      0.2552250           0.02500200
      0.2562415          0.009705668
      0.2572580           0.04392380
      0.2582740           0.07761894
      0.2592900            0.1108003
      0.2603060            0.1434545
      0.2613230            0.1756032
      0.2623390            0.2071738
      0.2633550            0.2381875
      0.2643710            0.2686364
      0.2653875            0.2985232
      0.2664040            0.3278244
      0.2674200            0.3565180
      0.2684360            0.3846101
      0.2694525            0.4121053
      0.2704690            0.4389820
      0.2714850            0.4652206
      0.2725010            0.4908262
      0.2735170            0.5157933
      0.2745340            0.5401375
      0.2755500            0.5638072
      0.2765660            0.5868182
      0.2775820            0.6091658
      0.2785985            0.6308553
      0.2796150            0.6518720
      0.2806310            0.6721993
      0.2816470            0.6918446
      0.2826630            0.7108042
      0.2836800            0.7290919
      0.2846960            0.7466691
      0.2857120            0.7635502
      0.2867280            0.7797333
      0.2877445            0.7952239
      0.2887610            0.8100117
      0.2897770            0.8240883
      0.2907930            0.8374595
      0.2918090            0.8501250
      0.2928260            0.8620960
      0.2938420            0.8733479
      0.2948580            0.8838935
      0.2958740            0.8937329
      0.2968910            0.9028760
      0.2979070            0.9113051
      0.2989230            0.9190310
      0.2999390            0.9260561
      0.3009555            0.9323849
      0.3019720            0.9380158
      0.3029880            0.9429497
      0.3040040            0.9471921
      0.3050200            0.9507467
      0.3060370            0.9536191
      0.3070530            0.9558073
      0.3080690            0.9573190
      0.3090850            0.9581583
      0.3101015            0.9583300
      0.3111180            0.9578384
      0.3121340            0.9566895
      0.3131500            0.9548886
      0.3141660            0.9524418
      0.3151830            0.9493516
      0.3161990            0.9456302
      0.3172150            0.9412818
      0.3182310            0.9363135
      0.3192475            0.9307284
      0.3202640            0.9245371
      0.3212800            0.9177503
      0.3222960            0.9103728
      0.3233125            0.9024092
      0.3243290            0.8938698
      0.3253450            0.8847684
      0.3263610            0.8751100
      0.3273770            0.8649035
      0.3283940            0.8541465
      0.3294100            0.8428701
      0.3304260            0.8310719
      0.3314420            0.8187635
      0.3324585            0.8059471
      0.3334750            0.7926390
      0.3344910            0.7788561
      0.3355070            0.7646027
      0.3365230            0.7498888
      0.3375400            0.7347097
      0.3385560            0.7191066
      0.3395720            0.7030748
      0.3405880            0.6866266
      0.3416045            0.6697635
      0.3426210            0.6525055
      0.3436370            0.6348724
      0.3446530            0.6168674
      0.3456690            0.5985022
      0.3466860            0.5797692
      0.3477020            0.5607180
      0.3487180            0.5413418
      0.3497340            0.5216522
      0.3507510            0.5016410
      0.3517670            0.4813608
      0.3527830            0.4608037
      0.3537990            0.4399813
      0.3548155            0.4188949
      0.3558320            0.3975685
      0.3568480            0.3760245
      0.3578640            0.3542640
      0.3588800            0.3322990
      0.3598970            0.3101219
      0.3609130            0.2877864
      0.3619290            0.2652846
      0.3629450            0.2426281
      0.3639615            0.2198179
      0.3649780            0.1968774
      0.3659940            0.1738301
      0.3670100            0.1506771
      0.3680260            0.1274315
      0.3690430            0.1040812
      0.3700590           0.08068395
      0.3710750           0.05723023
      0.3720910           0.03373129
      0.3731075           0.01018823
      0.3741240           0.01337535
      0.3751400           0.03694049
      0.3761560           0.06050289
      0.3771725           0.08406188
      0.3781890            0.1075965
      0.3792050            0.1310824
      0.3802210            0.1545209
      0.3812370            0.1779008
      0.3822540            0.2012332
      0.3832700            0.2244618
      0.3842860            0.2475973
      0.3853020            0.2706324
      0.3863185            0.2935633
      0.3873350            0.3163711
      0.3883510            0.3390339
      0.3893670            0.3615528
      0.3903830            0.3839169
      0.3914000            0.4061385
      0.3924160            0.4281638
      0.3934320            0.4500062
      0.3944480            0.4716558
      0.3954645            0.4931137
      0.3964810            0.5143598
      0.3974970            0.5353747
      0.3985130            0.5561614
      0.3995290            0.5767110
      0.4005460            0.5970341
      0.4015620            0.6170830
      0.4025780            0.6368699
      0.4035940            0.6563861
      0.4046110            0.6756441
      0.4056270            0.6945992
      0.4066430            0.7132602
      0.4076590            0.7316229
      0.4086755            0.7496881
      0.4096920            0.7674397
      0.4107080            0.7848645
      0.4117240            0.8019624
      0.4127400            0.8187294
      0.4137570            0.8351752
      0.4147730            0.8512618
      0.4157890            0.8670000
      0.4168050            0.8823844
      0.4178215            0.8974181
      0.4188380            0.9120878
      0.4198540            0.9263828
      0.4208700            0.9403059
      0.4218860            0.9538521
      0.4229030            0.9670316
      0.4239190            0.9798136
      0.4249350            0.9922089
      0.4259510             1.004213
      0.4269675             1.015830
      0.4279840             1.027050
      0.4290000             1.037866
      0.4300160             1.048280
      0.4310325             1.058296
      0.4320490             1.067906
      0.4330650             1.077104
      0.4340810             1.085893
      0.4350970             1.094273
      0.4361140             1.102249
      0.4371300             1.109805
      0.4381460             1.116948
      0.4391620             1.123678
      0.4401785             1.129999
      0.4411950             1.135906
      0.4422110             1.141396
      0.4432270             1.146474
      0.4442430             1.151139
      0.4452600             1.155396
      0.4462760             1.159239
      0.4472920             1.162672
      0.4483080             1.165697
      0.4493245             1.168317
      0.4503410             1.170532
      0.4513570             1.172342
      0.4523730             1.173751
      0.4533890             1.174762
      0.4544060             1.175377
      0.4554220             1.175597
      0.4564380             1.175427
      0.4574540             1.174869
      0.4584710             1.173925
      0.4594870             1.172600
      0.4605030             1.170896
      0.4615190             1.168819
      0.4625355             1.166369
      0.4635520             1.163553
      0.4645680             1.160374
      0.4655840             1.156837
      0.4666000             1.152946
      0.4676170             1.148700
      0.4686330             1.144114
      0.4696490             1.139186
      0.4706650             1.133923
      0.4716815             1.128326
      0.4726980             1.122404
      0.4737140             1.116164
      0.4747300             1.109608
      0.4757460             1.102744
      0.4767630             1.095567
      0.4777790             1.088100
      0.4787950             1.080339
      0.4798110             1.072291
      0.4808275             1.063959
      0.4818440             1.055350
      0.4828600             1.046477
      0.4838760             1.037342
      0.4848925             1.027945
      0.4859090             1.018297
      0.4869250             1.008410
      0.4879410            0.9982850
      0.4889570            0.9879300
      0.4899740            0.9773388
      0.4909900            0.9665405
      0.4920060            0.9555312
      0.4930220            0.9443172
      0.4940385            0.9328997
      0.4950550            0.9212903
      0.4960710            0.9095029
      0.4970870            0.8975372
      0.4981030            0.8854018
      0.4991200            0.8730900
      0.5001360            0.8606328
      0.5011520            0.8480263
      0.5021679            0.8352770
      0.5031846            0.8223811
      0.5042010            0.8093600
      0.5052170            0.7962206
      0.5062330            0.7829673
      0.5072490            0.7696037
      0.5082660            0.7561259
      0.5092820            0.7425657
      0.5102980            0.7289165
      0.5113140            0.7151873
      0.5123310            0.7013694
      0.5133470            0.6874964
      0.5143631            0.6735620
      0.5153790            0.6595752
      0.5163955            0.6455326
      0.5174119            0.6314504
      0.5184280            0.6173367
      0.5194440            0.6031974
      0.5204600            0.5890356
      0.5214770            0.5748457
      0.5224930            0.5606591
      0.5235090            0.5464706
      0.5245250            0.5322861
      0.5255415            0.5181041
      0.5265580            0.5039385
      0.5275740            0.4898004
      0.5285900            0.4756905
      0.5296060            0.4616151
      0.5306230            0.4475644
      0.5316390            0.4335736
      0.5326550            0.4196332
      0.5336710            0.4057489
      0.5346875            0.3919200
      0.5357040            0.3781583
      0.5367200            0.3644764
      0.5377360            0.3508716
      0.5387526            0.3373420
      0.5397690            0.3239028
      0.5407850            0.3105613
      0.5418010            0.2973182
      0.5428170            0.2841767
      0.5438340            0.2711295
      0.5448500            0.2582065
      0.5458660            0.2453991
      0.5468820            0.2327125
      0.5478985            0.2201434
      0.5489150            0.2077022
      0.5499310            0.1954006
      0.5509470            0.1832348
      0.5519630            0.1712092
      0.5529799            0.1593163
      0.5539960            0.1475798
      0.5550120            0.1359960
      0.5560280            0.1245652
      0.5570445            0.1132864
      0.5580610            0.1021675
      0.5590770           0.09121732
      0.5600930           0.08043320
      0.5611090           0.06981762
      0.5621260           0.05936329
      0.5631420           0.04909277
      0.5641580           0.03899744
      0.5651740           0.02908264
      0.5661910           0.01933649
      0.5672070          0.009787748
      0.5682230         0.0004472136
      0.5692390          0.008763561
      0.5702555           0.01776232
      0.5712720           0.02657066
      0.5722880           0.03518380
      0.5733040           0.04360390
      0.5743200           0.05183146
      0.5753370           0.05987069
      0.5763530           0.06770746
      0.5773690           0.07534653
      0.5783850           0.08278888
      0.5794015           0.09003610
      0.5804180           0.09708501
      0.5814340            0.1039312
      0.5824500            0.1105776
      0.5834661            0.1170252
      0.5844830            0.1232777
      0.5854990            0.1293244
      0.5865149            0.1351714
      0.5875310            0.1408190
      0.5885475            0.1462699
      0.5895640            0.1515216
      0.5905800            0.1565717
      0.5915960            0.1614243
      0.5926125            0.1660816
      0.5936290            0.1705421
      0.5946450            0.1748045
      0.5956610            0.1788720
      0.5966770            0.1827457
      0.5976940            0.1864299
      0.5987101            0.1899200
      0.5997260            0.1932188
      0.6007420            0.1963291
      0.6017585            0.1992529
      0.6027750            0.2019911
      0.6037910            0.2045434
      0.6048070            0.2069130
      0.6058230            0.2091016
      0.6068400            0.2111130
      0.6078560            0.2129451
      0.6088720            0.2146019
      0.6098880            0.2160854
      0.6109045            0.2173980
      0.6119210            0.2185420
      0.6129370            0.2195179
      0.6139530            0.2203293
      0.6149690            0.2209785
      0.6159860            0.2214681
      0.6170020            0.2217992
      0.6180180            0.2219759
      0.6190341            0.2220000
      0.6200510            0.2218732
      0.6210670            0.2215996
      0.6220829            0.2211812
      0.6230990            0.2206205
      0.6241155            0.2199202
      0.6251320            0.2190833
      0.6261480            0.2181130
      0.6271640            0.2170115
      0.6281800            0.2157821
      0.6291970            0.2144262
      0.6302130            0.2129491
      0.6312290            0.2113525
      0.6322450            0.2096394
      0.6332614            0.2078124
      0.6342781            0.2058740
      0.6352940            0.2038296
      0.6363100            0.2016807
      0.6373260            0.1994304
      0.6383430            0.1970799
      0.6393590            0.1946356
      0.6403750            0.1920992
      0.6413910            0.1894737
      0.6424075            0.1867608
      0.6434240            0.1839649
      0.6444400            0.1810900
      0.6454560            0.1781384
      0.6464725            0.1751117
      0.6474890            0.1720134
      0.6485050            0.1688496
      0.6495210            0.1656207
      0.6505370            0.1623305
      0.6515540            0.1589780
      0.6525700            0.1555731
      0.6535860            0.1521157
      0.6546021            0.1486079
      0.6556185            0.1450527
      0.6566350            0.1414532
      0.6576509            0.1378147
      0.6586670            0.1341376
      0.6596830            0.1304255
      0.6607000            0.1266775
      0.6617160            0.1229036
      0.6627320            0.1191033
      0.6637480            0.1152784
      0.6647645            0.1114307
      0.6657810            0.1075644
      0.6667970            0.1036837
      0.6678130           0.09979028
      0.6688290           0.09588587
      0.6698461           0.09196847
      0.6708620           0.08805113
      0.6718780           0.08412966
      0.6728940           0.08020723
      0.6739110           0.07628302
      0.6749270           0.07236643
      0.6759430           0.06845582
      0.6769590           0.06455463
      0.6779755           0.06066136
      0.6789920           0.05678204
      0.6800080           0.05291881
      0.6810240           0.04907341
      0.6820400           0.04524710
      0.6830570           0.04143791
      0.6840730           0.03765634
      0.6850890           0.03389985
      0.6861050           0.03016952
      0.6871215           0.02646696
      0.6881380           0.02279474
      0.6891540           0.01915724
      0.6901700           0.01555313
      0.6911860           0.01198332
      0.6922030          0.008449852
      0.6932189          0.004959839
      0.6942350          0.001516575
      0.6952510          0.001897367
      0.6962675          0.005282045
      0.6972840          0.008602326
      0.6983000           0.01188276
      0.6993160           0.01511622
