M_C3O3_M      O1
M_C3O3H3_M      HO1
M_C3_M      C3
M_C3H3_M      H31
M_C4_M      C4
M_C4H41_M      H41
M_C4H42_M      H42
M_C5_M      C5
M_C6_M      C6
M_C6H6_M      H61
M_C7_M      C7
M_C7H71_M      H71
M_C7H72_M      H72
M_C8_M      C8
M_C8H8_M      H81
M_C14_M      C14
M_C14H14_M      H141
M_C15_M      C15
M_C15H151_M      H151
M_C15H152_M      H152
M_C16_M      C16
M_C16H161_M      H161
M_C16H162_M      H162
M_C17_M      C17
M_C17H17_M      H171
M_C13_M      C13
M_C18_M      C18
M_C18H181_M      H181
M_C18H182_M      H182
M_C18H183_M      H183
M_C12_M      C12
M_C12H121_M      H121
M_C12H122_M      H122
M_C11_M      C11
M_C11H111_M      H111
M_C11H112_M      H112
M_C9_M      C9
M_C9H9_M      H91
M_C10_M      C10
M_C19_M      C19
M_C19H191_M      H191
M_C19H192_M      H192
M_C19H193_M      H193
M_C1_M      C1
M_C1H11_M      H11
M_C1H12_M      H12
M_C2_M      C2
M_C2H21_M      H21
M_C2H22_M      H22
M_C20_M      C20
M_C20H20_M      H201
M_C21_M      C21
M_C21H211_M      H211
M_C21H212_M      H212
M_C21H213_M      H213
M_C22_M      C22
M_C22H221_M      H221
M_C22H222_M      H222
M_C23_M      C23
M_C23H231_M      H231
M_C23H232_M      H232
M_C24_M      C24
M_C24H241_M      H241
M_C24H242_M      H242
M_C25_M      C25
M_C25H25_M      H251
M_C26_M      C26
M_C26H261_M      H261
M_C26H262_M      H262
M_C26H263_M      H263
M_C27_M      C27
M_C27H271_M      H271
M_C27H272_M      H272
M_C27H273_M      H273
