#q[1/A]     |F(q)|[e/A^2]
      0.2105110             1.769911
      0.2115275             1.736599
      0.2125440             1.703017
      0.2135600             1.669195
      0.2145760             1.635130
      0.2155925             1.600818
      0.2166090             1.566287
      0.2176250             1.531569
      0.2186410             1.496659
      0.2196570             1.461571
      0.2206740             1.426283
      0.2216900             1.390876
      0.2227060             1.355330
      0.2237220             1.319659
      0.2247385             1.283857
      0.2257550             1.247955
      0.2267710             1.211984
      0.2277870             1.175940
      0.2288030             1.139836
      0.2298200             1.103649
      0.2308360             1.067463
      0.2318520             1.031258
      0.2328680            0.9950435
      0.2338845            0.9588171
      0.2349010            0.9226094
      0.2359170            0.8864498
      0.2369330            0.8503352
      0.2379490            0.8142765
      0.2389660            0.7782524
      0.2399820            0.7423457
      0.2409980            0.7065343
      0.2420140            0.6708295
      0.2430310            0.6352100
      0.2440470            0.5997578
      0.2450630            0.5644493
      0.2460790            0.5292976
      0.2470955            0.4942971
      0.2481120            0.4594766
      0.2491280            0.4248656
      0.2501440            0.3904583
      0.2511600            0.3562666
      0.2521770            0.3222673
      0.2531930            0.2885403
      0.2542090            0.2550616
      0.2552250            0.2218434
      0.2562415            0.1888796
      0.2572580            0.1561973
      0.2582740            0.1238241
      0.2592900           0.09175184
      0.2603060           0.05999333
      0.2613230           0.02852543
      0.2623390          0.002588436
      0.2633550           0.03334067
      0.2643710           0.06375108
      0.2653875           0.09381577
      0.2664040            0.1235103
      0.2674200            0.1528107
      0.2684360            0.1817242
      0.2694525            0.2102551
      0.2704690            0.2383816
      0.2714850            0.2660810
      0.2725010            0.2933598
      0.2735170            0.3202114
      0.2745340            0.3466517
      0.2755500            0.3726245
      0.2765660            0.3981457
      0.2775820            0.4232105
      0.2785985            0.4478236
      0.2796150            0.4719670
      0.2806310            0.4956208
      0.2816470            0.5187928
      0.2826630            0.5414766
      0.2836800            0.5636890
      0.2846960            0.5853805
      0.2857120            0.6065678
      0.2867280            0.6272460
      0.2877445            0.6474210
      0.2887610            0.6670774
      0.2897770            0.6862031
      0.2907930            0.7048019
      0.2918090            0.7228715
      0.2928260            0.7404252
      0.2938420            0.7574252
      0.2948580            0.7738861
      0.2958740            0.7898054
      0.2968910            0.8051948
      0.2979070            0.8200222
      0.2989230            0.8343012
      0.2999390            0.8480297
      0.3009555            0.8612126
      0.3019720            0.8738415
      0.3029880            0.8859094
      0.3040040            0.8974229
      0.3050200            0.9083796
      0.3060370            0.9187908
      0.3070530            0.9286343
      0.3080690            0.9379218
      0.3090850            0.9466532
      0.3101015            0.9548331
      0.3111180            0.9624576
      0.3121340            0.9695244
      0.3131500            0.9760386
      0.3141660            0.9820018
      0.3151830            0.9874203
      0.3161990            0.9922855
      0.3172150            0.9966051
      0.3182310             1.000381
      0.3192475             1.003619
      0.3202640             1.006317
      0.3212800             1.008479
      0.3222960             1.010108
      0.3233125             1.011209
      0.3243290             1.011785
      0.3253450             1.011838
      0.3263610             1.011374
      0.3273770             1.010396
      0.3283940             1.008907
      0.3294100             1.006915
      0.3304260             1.004423
      0.3314420             1.001435
      0.3324585            0.9979548
      0.3334750            0.9939893
      0.3344910            0.9895461
      0.3355070            0.9846279
      0.3365230            0.9792417
      0.3375400            0.9733863
      0.3385560            0.9670803
      0.3395720            0.9603229
      0.3405880            0.9531216
      0.3416045            0.9454786
      0.3426210            0.9374034
      0.3436370            0.9289081
      0.3446530            0.9199942
      0.3456690            0.9106700
      0.3466860            0.9009322
      0.3477020            0.8908078
      0.3487180            0.8802936
      0.3497340            0.8693978
      0.3507510            0.8581166
      0.3517670            0.8464803
      0.3527830            0.8344852
      0.3537990            0.8221393
      0.3548155            0.8094435
      0.3558320            0.7964133
      0.3568480            0.7830628
      0.3578640            0.7693939
      0.3588800            0.7554142
      0.3598970            0.7411195
      0.3609130            0.7265448
      0.3619290            0.7116856
      0.3629450            0.6965501
      0.3639615            0.6811393
      0.3649780            0.6654691
      0.3659940            0.6495563
      0.3670100            0.6334024
      0.3680260            0.6170158
      0.3690430            0.6003883
      0.3700590            0.5835623
      0.3710750            0.5665306
      0.3720910            0.5493019
      0.3731075            0.5318759
      0.3741240            0.5142707
      0.3751400            0.4965035
      0.3761560            0.4785754
      0.3771725            0.4604858
      0.3781890            0.4422524
      0.3792050            0.4238942
      0.3802210            0.4054099
      0.3812370            0.3868096
      0.3822540            0.3680825
      0.3832700            0.3492757
      0.3842860            0.3303792
      0.3853020            0.3114010
      0.3863185            0.2923416
      0.3873350            0.2732188
      0.3883510            0.2540508
      0.3893670            0.2348363
      0.3903830            0.2155852
      0.3914000            0.1962858
      0.3924160            0.1769856
      0.3934320            0.1576737
      0.3944480            0.1383582
      0.3954645            0.1190386
      0.3964810           0.09973214
      0.3974970           0.08045682
      0.3985130           0.06121193
      0.3995290           0.04200357
      0.4005460           0.02282104
      0.4015620          0.003714835
      0.4025780           0.01533297
      0.4035940           0.03431035
      0.4046110           0.05323063
      0.4056270           0.07204651
      0.4066430           0.09077114
      0.4076590            0.1093965
      0.4086755            0.1279246
      0.4096920            0.1463393
      0.4107080            0.1646250
      0.4117240            0.1827821
      0.4127400            0.2008054
      0.4137570            0.2187057
      0.4147730            0.2364401
      0.4157890            0.2540207
      0.4168050            0.2714412
      0.4178215            0.2887037
      0.4188380            0.3057936
      0.4198540            0.3226960
      0.4208700            0.3394152
      0.4218860            0.3559434
      0.4229030            0.3722926
      0.4239190            0.3884240
      0.4249350            0.4043492
      0.4259510            0.4200630
      0.4269675            0.4355679
      0.4279840            0.4508512
      0.4290000            0.4659006
      0.4300160            0.4807200
      0.4310325            0.4953107
      0.4320490            0.5096617
      0.4330650            0.5237620
      0.4340810            0.5376141
      0.4350970            0.5512149
      0.4361140            0.5645735
      0.4371300            0.5776596
      0.4381460            0.5904833
      0.4391620            0.6030411
      0.4401785            0.6153369
      0.4411950            0.6273597
      0.4422110            0.6391016
      0.4432270            0.6505665
      0.4442430            0.6617510
      0.4452600            0.6726633
      0.4462760            0.6832809
      0.4472920            0.6936112
      0.4483080            0.7036523
      0.4493245            0.7134076
      0.4503410            0.7228703
      0.4513570            0.7320345
      0.4523730            0.7409033
      0.4533890            0.7494753
      0.4544060            0.7577576
      0.4554220            0.7657329
      0.4564380            0.7734089
      0.4574540            0.7807847
      0.4584710            0.7878665
      0.4594870            0.7946398
      0.4605030            0.8011121
      0.4615190            0.8072825
      0.4625355            0.8131543
      0.4635520            0.8187246
      0.4645680            0.8239909
      0.4655840            0.8289564
      0.4666000            0.8336219
      0.4676170            0.8379918
      0.4686330            0.8420587
      0.4696490            0.8458278
      0.4706650            0.8493003
      0.4716815            0.8524787
      0.4726980            0.8553625
      0.4737140            0.8579518
      0.4747300            0.8602501
      0.4757460            0.8622586
      0.4767630            0.8639808
      0.4777790            0.8654150
      0.4787950            0.8665653
      0.4798110            0.8674335
      0.4808275            0.8680223
      0.4818440            0.8683336
      0.4828600            0.8683695
      0.4838760            0.8681328
      0.4848925            0.8676261
      0.4859090            0.8668519
      0.4869250            0.8658136
      0.4879410            0.8645138
      0.4889570            0.8629555
      0.4899740            0.8611398
      0.4909900            0.8590739
      0.4920060            0.8567584
      0.4930220            0.8541975
      0.4940385            0.8513930
      0.4950550            0.8483493
      0.4960710            0.8450718
      0.4970870            0.8415626
      0.4981030            0.8378257
      0.4991200            0.8338600
      0.5001360            0.8296782
      0.5011520            0.8252799
      0.5021679            0.8206695
      0.5031846            0.8158464
      0.5042010            0.8108206
      0.5052170            0.8055955
      0.5062330            0.8001751
      0.5072490            0.7945619
      0.5082660            0.7887554
      0.5092820            0.7827709
      0.5102980            0.7766071
      0.5113140            0.7702689
      0.5123310            0.7637537
      0.5133470            0.7570782
      0.5143631            0.7502413
      0.5153790            0.7432485
      0.5163955            0.7360988
      0.5174119            0.7288023
      0.5184280            0.7213637
      0.5194440            0.7137870
      0.5204600            0.7060761
      0.5214770            0.6982281
      0.5224930            0.6902628
      0.5235090            0.6821764
      0.5245250            0.6739752
      0.5255415            0.6656581
      0.5265580            0.6572342
      0.5275740            0.6487122
      0.5285900            0.6400931
      0.5296060            0.6313822
      0.5306230            0.6225738
      0.5316390            0.6136908
      0.5326550            0.6047289
      0.5336710            0.5956922
      0.5346875            0.5865818
      0.5357040            0.5774060
      0.5367200            0.5681749
      0.5377360            0.5588866
      0.5387526            0.5495415
      0.5397690            0.5401509
      0.5407850            0.5307214
      0.5418010            0.5212534
      0.5428170            0.5117515
      0.5438340            0.5022105
      0.5448500            0.4926532
      0.5458660            0.4830745
      0.5468820            0.4734799
      0.5478985            0.4638672
      0.5489150            0.4542453
      0.5499310            0.4446243
      0.5509470            0.4350031
      0.5519630            0.4253854
      0.5529799            0.4157660
      0.5539960            0.4061658
      0.5550120            0.3965828
      0.5560280            0.3870177
      0.5570445            0.3774711
      0.5580610            0.3679511
      0.5590770            0.3584662
      0.5600930            0.3490149
      0.5611090            0.3396010
      0.5621260            0.3302186
      0.5631420            0.3208891
      0.5641580            0.3116071
      0.5651740            0.3023767
      0.5661910            0.2931902
      0.5672070            0.2840711
      0.5682230            0.2750113
      0.5692390            0.2660152
      0.5702555            0.2570809
      0.5712720            0.2482156
      0.5722880            0.2394268
      0.5733040            0.2307128
      0.5743200            0.2220757
      0.5753370            0.2135106
      0.5763530            0.2050363
      0.5773690            0.1966477
      0.5783850            0.1883454
      0.5794015            0.1801294
      0.5804180            0.1720058
      0.5814340            0.1639799
      0.5824500            0.1560506
      0.5834661            0.1482184
      0.5844830            0.1404810
      0.5854990            0.1328529
      0.5865149            0.1253292
      0.5875310            0.1179101
      0.5885475            0.1105952
      0.5895640            0.1033896
      0.5905800           0.09629849
      0.5915960           0.08931965
      0.5926125           0.08245059
      0.5936290           0.07569610
      0.5946450           0.06906085
      0.5956610           0.06254359
      0.5966770           0.05614446
      0.5976940           0.04985880
      0.5987101           0.04369783
      0.5997260           0.03766032
      0.6007420           0.03174429
      0.6017585           0.02594803
      0.6027750           0.02027313
      0.6037910           0.01472753
      0.6048070          0.009305912
      0.6058230          0.004012481
      0.6068400          0.001183216
      0.6078560          0.006212890
      0.6088720           0.01113104
      0.6098880           0.01592482
      0.6109045           0.02059612
      0.6119210           0.02513762
      0.6129370           0.02955334
      0.6139530           0.03384081
      0.6149690           0.03800263
      0.6159860           0.04204164
      0.6170020           0.04595106
      0.6180180           0.04973530
      0.6190341           0.05339476
      0.6200510           0.05693154
      0.6210670           0.06034153
      0.6220829           0.06362704
      0.6230990           0.06678997
      0.6241155           0.06983194
      0.6251320           0.07275163
      0.6261480           0.07554866
      0.6271640           0.07822531
      0.6281800           0.08078242
      0.6291970           0.08322319
      0.6302130           0.08554356
      0.6312290           0.08774737
      0.6322450           0.08983596
      0.6332614           0.09181013
      0.6342781           0.09367123
      0.6352940           0.09541855
      0.6363100           0.09705462
      0.6373260           0.09858093
      0.6383430            0.1000000
      0.6393590            0.1013104
      0.6403750            0.1025144
      0.6413910            0.1036137
      0.6424075            0.1046102
      0.6434240            0.1055045
      0.6444400            0.1062982
      0.6454560            0.1069930
      0.6464725            0.1075909
      0.6474890            0.1080926
      0.6485050            0.1084998
      0.6495210            0.1088150
      0.6505370            0.1090385
      0.6515540            0.1091728
      0.6525700            0.1092195
      0.6535860            0.1091806
      0.6546021            0.1090573
      0.6556185            0.1088513
      0.6566350            0.1085643
      0.6576509            0.1081984
      0.6586670            0.1077557
      0.6596830            0.1072376
      0.6607000            0.1066447
      0.6617160            0.1059811
      0.6627320            0.1052473
      0.6637480            0.1044452
      0.6647645            0.1035770
      0.6657810            0.1026436
      0.6667970            0.1016479
      0.6678130            0.1005922
      0.6688290           0.09947713
      0.6698461           0.09830412
      0.6708620           0.09707677
      0.6718780           0.09579666
      0.6728940           0.09446481
      0.6739110           0.09308168
      0.6749270           0.09165260
      0.6759430           0.09017760
      0.6769590           0.08865833
      0.6779755           0.08709650
      0.6789920           0.08549386
      0.6800080           0.08385345
      0.6810240           0.08217664
      0.6820400           0.08046490
      0.6830570           0.07871785
      0.6840730           0.07694218
      0.6850890           0.07513588
      0.6861050           0.07330280
      0.6871215           0.07144158
      0.6881380           0.06955717
      0.6891540           0.06764983
      0.6901700           0.06572291
      0.6911860           0.06377617
      0.6922030           0.06180938
      0.6932189           0.05982976
      0.6942350           0.05783425
      0.6952510           0.05582741
      0.6962675           0.05380799
      0.6972840           0.05177934
      0.6983000           0.04974334
      0.6993160           0.04770010
